Hamming,Manhattan,Mix,v0,v1
0,0,0,0.584354,-10.1954
1,1,1.1,1.17897,-10.6672
1,2,1.2,1.77359,-11.1389
2,4,2.4,-2.03713,-9.00045
2,3,2.3,-1.44251,-9.47221
2,2,2.2,-0.847896,-9.94397
1,1,1.1,-0.253277,-10.4157
1,2,1.2,0.341341,-10.8875
2,3,2.3,0.93596,-11.3593
3,11,3.11,-0.381887,0.141667
3,10,3.1,0.212732,-0.330093
2,9,2.9,0.80735,-0.801853
3,8,3.8,1.40197,-1.27361
2,7,2.7,1.99659,-1.74537
2,6,2.6,2.59121,-2.21713
3,10,3.1,-1.21952,-0.0786678
3,9,3.9,-0.6249,-0.550428
2,8,2.8,-0.030281,-1.02219
3,7,3.7,0.564338,-1.49395
2,6,2.6,1.15896,-1.96571
2,5,2.5,1.75357,-2.43747
2,9,2.9,-2.05715,-0.299003
2,8,2.8,-1.46253,-0.770762
2,7,2.7,-0.867912,-1.24252
2,6,2.6,-0.273294,-1.71428
1,5,1.5,0.321325,-2.18604
1,4,1.4,0.915944,-2.6578
3,8,3.8,-2.89478,-0.519337
3,7,3.7,-2.30016,-0.991097
2,6,2.6,-1.70554,-1.46286
3,5,3.5,-1.11092,-1.93462
2,4,2.4,-0.516306,-2.40638
2,3,2.3,0.0783123,-2.87814
2,7,2.7,-3.73241,-0.739672
2,6,2.6,-3.13779,-1.21143
1,5,1.5,-2.54317,-1.68319
2,4,2.4,-1.94856,-2.15495
2,3,2.3,-1.35394,-2.62671
1,2,1.2,-0.759319,-3.09847
2,6,2.6,-4.57004,-0.960007
2,5,2.5,-3.97542,-1.43177
1,4,1.4,-3.38081,-1.90353
2,3,2.3,-2.78619,-2.37529
1,2,1.2,-2.19157,-2.84705
2,3,2.3,-1.59695,-3.31881
3,10,3.1,0.140827,-1.41345
3,9,3.9,0.735446,-1.88521
2,8,2.8,1.33006,-2.35697
3,7,3.7,1.92468,-2.82873
2,6,2.6,2.5193,-3.30049
2,5,2.5,3.11392,-3.77225
3,9,3.9,-0.696804,-1.63379
3,8,3.8,-0.102185,-2.10555
2,7,2.7,0.492433,-2.57731
3,6,3.6,1.08705,-3.04907
2,5,2.5,1.68167,-3.52083
2,4,2.4,2.27629,-3.99259
2,8,2.8,-1.53444,-1.85412
2,7,2.7,-0.939817,-2.32588
2,6,2.6,-0.345198,-2.79764
2,5,2.5,0.249421,-3.2694
1,4,1.4,0.844039,-3.74116
1,3,1.3,1.43866,-4.21292
3,7,3.7,-2.37207,-2.07446
3,6,3.6,-1.77745,-2.54622
2,5,2.5,-1.18283,-3.01798
3,4,3.4,-0.588211,-3.48974
2,3,2.3,0.00640792,-3.9615
2,2,2.2,0.601027,-4.43326
2,6,2.6,-3.2097,-2.29479
2,5,2.5,-2.61508,-2.76655
1,4,1.4,-2.02046,-3.23831
2,3,2.3,-1.42584,-3.71007
2,2,2.2,-0.831223,-4.18183
1,1,1.1,-0.236605,-4.65359
2,5,2.5,-4.04733,-2.51513
2,4,2.4,-3.45271,-2.98689
1,3,1.3,-2.85809,-3.45865
2,2,2.2,-2.26347,-3.93041
1,1,1.1,-1.66885,-4.40217
2,2,2.2,-1.07424,-4.87393
2,9,2.9,0.663542,-2.96857
2,8,2.8,1.25816,-3.44033
2,7,2.7,1.85278,-3.91209
2,6,2.6,2.4474,-4.38385
1,5,1.5,3.04202,-4.85561
1,4,1.4,3.63663,-5.32737
2,8,2.8,-0.17409,-3.18891
2,7,2.7,0.420529,-3.66067
2,6,2.6,1.01515,-4.13243
2,5,2.5,1.60977,-4.60419
1,4,1.4,2.20438,-5.07595
1,3,1.3,2.799,-5.54771
2,7,2.7,-1.01172,-3.40924
2,6,2.6,-0.417102,-3.881
2,5,2.5,0.177516,-4.35276
2,4,2.4,0.772135,-4.82452
1,3,1.3,1.36675,-5.29628
1,2,1.2,1.96137,-5.76804
2,6,2.6,-1.84935,-3.62958
2,5,2.5,-1.25473,-4.10134
2,4,2.4,-0.660115,-4.5731
2,3,2.3,-0.0654965,-5.04486
1,2,1.2,0.529122,-5.51662
1,1,1.1,1.12374,-5.98838
1,5,1.5,-2.68698,-3.84991
1,4,1.4,-2.09237,-4.32167
1,3,1.3,-1.49775,-4.79343
1,2,1.2,-0.903128,-5.26519
1,1,1.1,-0.308509,-5.73695
0,0,0,0.286109,-6.20871
1,4,1.4,-3.52461,-4.07025
1,3,1.3,-2.93,-4.54201
1,2,1.2,-2.33538,-5.01377
1,1,1.1,-1.74076,-5.48553
0,0,0,-1.14614,-5.95729
1,1,1.1,-0.551522,-6.42905
3,8,3.8,1.18626,-4.52369
3,7,3.7,1.78087,-4.99545
2,6,2.6,2.37549,-5.46721
3,5,3.5,2.97011,-5.93897
2,4,2.4,3.56473,-6.41073
2,3,2.3,4.15935,-6.88249
3,7,3.7,0.348625,-4.74403
3,6,3.6,0.943243,-5.21579
2,5,2.5,1.53786,-5.68755
3,4,3.4,2.13248,-6.15931
2,3,2.3,2.7271,-6.63107
2,2,2.2,3.32172,-7.10283
2,6,2.6,-0.489007,-4.96436
2,5,2.5,0.105612,-5.43612
2,4,2.4,0.70023,-5.90788
2,3,2.3,1.29485,-6.37964
1,2,1.2,1.88947,-6.8514
1,1,1.1,2.48409,-7.32316
3,5,3.5,-1.32664,-5.1847
3,4,3.4,-0.732019,-5.65646
2,3,2.3,-0.137401,-6.12822
3,4,3.4,0.457218,-6.59998
2,3,2.3,1.05184,-7.07174
2,2,2.2,1.64646,-7.5435
2,4,2.4,-2.16427,-5.40503
2,3,2.3,-1.56965,-5.87679
1,2,1.2,-0.975032,-6.34855
2,3,2.3,-0.380414,-6.82031
2,2,2.2,0.214205,-7.29207
1,1,1.1,0.808824,-7.76383
2,3,2.3,-3.0019,-5.62537
2,2,2.2,-2.40728,-6.09713
1,1,1.1,-1.81266,-6.56889
2,2,2.2,-1.21804,-7.04065
1,1,1.1,-0.623426,-7.51241
2,2,2.2,-0.0288076,-7.98416
2,7,2.7,1.70897,-6.07881
2,6,2.6,2.30359,-6.55057
1,5,1.5,2.89821,-7.02233
2,4,2.4,3.49283,-7.49409
2,3,2.3,4.08744,-7.96585
1,2,1.2,4.68206,-8.43761
2,6,2.6,0.871339,-6.29915
2,5,2.5,1.46596,-6.77091
1,4,1.4,2.06058,-7.24267
2,3,2.3,2.65519,-7.71443
2,2,2.2,3.24981,-8.18619
1,1,1.1,3.84443,-8.65795
1,5,1.5,0.0337074,-6.51948
1,4,1.4,0.628326,-6.99124
1,3,1.3,1.22294,-7.463
1,2,1.2,1.81756,-7.93476
1,1,1.1,2.41218,-8.40652
0,0,0,3.0068,-8.87828
2,4,2.4,-0.803924,-6.73982
2,3,2.3,-0.209305,-7.21158
1,2,1.2,0.385313,-7.68334
2,3,2.3,0.979932,-8.1551
2,2,2.2,1.57455,-8.62686
1,1,1.1,2.16917,-9.09861
2,3,2.3,-1.64156,-6.96015
2,2,2.2,-1.04694,-7.43191
1,1,1.1,-0.452318,-7.90367
2,2,2.2,0.142301,-8.37543
2,3,2.3,0.736919,-8.84719
1,2,1.2,1.33154,-9.31895
1,2,1.2,-2.47919,-7.18049
1,1,1.1,-1.88457,-7.65225
0,0,0,-1.28995,-8.12401
1,1,1.1,-0.695331,-8.59576
1,2,1.2,-0.100712,-9.06752
1,3,1.3,0.493907,-9.53928
2,6,2.6,2.23168,-7.63393
2,5,2.5,2.8263,-8.10569
1,4,1.4,3.42092,-8.57745
2,3,2.3,4.01554,-9.04921
1,2,1.2,4.61016,-9.52097
2,3,2.3,5.20478,-9.99273
2,5,2.5,1.39405,-7.85427
2,4,2.4,1.98867,-8.32603
1,3,1.3,2.58329,-8.79779
2,2,2.2,3.17791,-9.26955
1,1,1.1,3.77253,-9.74131
2,2,2.2,4.36715,-10.2131
1,4,1.4,0.556422,-8.0746
1,3,1.3,1.15104,-8.54636
1,2,1.2,1.74566,-9.01812
1,1,1.1,2.34028,-9.48988
0,0,0,2.9349,-9.96164
1,1,1.1,3.52951,-10.4334
2,3,2.3,-0.28121,-8.29494
2,2,2.2,0.313409,-8.7667
1,1,1.1,0.908028,-9.23846
2,2,2.2,1.50265,-9.71021
1,1,1.1,2.09726,-10.182
2,2,2.2,2.69188,-10.6537
1,2,1.2,-1.11884,-8.51527
1,1,1.1,-0.524222,-8.98703
0,0,0,0.0703963,-9.45879
1,1,1.1,0.665015,-9.93055
1,2,1.2,1.25963,-10.4023
1,3,1.3,1.85425,-10.8741
2,3,2.3,-1.95647,-8.7356
2,2,2.2,-1.36185,-9.20736
1,1,1.1,-0.767235,-9.67912
2,2,2.2,-0.172616,-10.1509
1,3,1.3,0.422002,-10.6226
2,4,2.4,1.01662,-11.0944
3,10,3.1,-0.301226,0.406516
3,9,3.9,0.293393,-0.0652435
2,8,2.8,0.888011,-0.537003
2,7,2.7,1.48263,-1.00876
3,6,3.6,2.07725,-1.48052
2,5,2.5,2.67187,-1.95228
3,9,3.9,-1.13886,0.186182
3,8,3.8,-0.544239,-0.285578
2,7,2.7,0.05038,-0.757338
2,6,2.6,0.644999,-1.2291
3,5,3.5,1.23962,-1.70086
2,4,2.4,1.83424,-2.17262
2,8,2.8,-1.97649,-0.0341532
2,7,2.7,-1.38187,-0.505913
2,6,2.6,-0.787251,-0.977673
1,5,1.5,-0.192633,-1.44943
2,4,2.4,0.401986,-1.92119
1,3,1.3,0.996605,-2.39295
2,7,2.7,-2.81412,-0.254488
2,6,2.6,-2.2195,-0.726248
1,5,1.5,-1.62488,-1.19801
2,4,2.4,-1.03026,-1.66977
2,3,2.3,-0.435645,-2.14153
1,2,1.2,0.158973,-2.61329
3,6,3.6,-3.65175,-0.474823
3,5,3.5,-3.05713,-0.946583
2,4,2.4,-2.46251,-1.41834
2,3,2.3,-1.8679,-1.8901
3,4,3.4,-1.27328,-2.36186
2,3,2.3,-0.678658,-2.83362
2,5,2.5,-4.48938,-0.695158
2,4,2.4,-3.89476,-1.16692
1,3,1.3,-3.30015,-1.63868
1,2,1.2,-2.70553,-2.11044
2,3,2.3,-2.11091,-2.5822
2,4,2.4,-1.51629,-3.05396
3,9,3.9,0.221488,-1.1486
3,8,3.8,0.816107,-1.62036
2,7,2.7,1.41073,-2.09212
2,6,2.6,2.00534,-2.56388
3,5,3.5,2.59996,-3.03564
2,4,2.4,3.19458,-3.5074
3,8,3.8,-0.616143,-1.36894
3,7,3.7,-0.0215243,-1.8407
2,6,2.6,0.573094,-2.31246
2,5,2.5,1.16771,-2.78422
3,4,3.4,1.76233,-3.25598
2,3,2.3,2.35695,-3.72774
2,7,2.7,-1.45377,-1.58927
2,6,2.6,-0.859156,-2.06103
2,5,2.5,-0.264537,-2.53279
1,4,1.4,0.330082,-3.00455
2,3,2.3,0.9247,-3.47631
1,2,1.2,1.51932,-3.94807
2,6,2.6,-2.29141,-1.80961
2,5,2.5,-1.69679,-2.28137
1,4,1.4,-1.10217,-2.75313
2,3,2.3,-0.50755,-3.22489
2,2,2.2,0.0870689,-3.69665
1,1,1.1,0.681688,-4.16841
3,5,3.5,-3.12904,-2.02994
3,4,3.4,-2.53442,-2.5017
2,3,2.3,-1.9398,-2.97346
2,2,2.2,-1.34518,-3.44522
3,3,3.3,-0.750562,-3.91698
2,2,2.2,-0.155944,-4.38874
2,4,2.4,-3.96667,-2.25028
2,3,2.3,-3.37205,-2.72204
1,2,1.2,-2.77743,-3.1938
1,1,1.1,-2.18281,-3.66556
2,2,2.2,-1.58819,-4.13732
2,3,2.3,-0.993575,-4.60908
2,8,2.8,0.744203,-2.70372
2,7,2.7,1.33882,-3.17548
2,6,2.6,1.93344,-3.64724
1,5,1.5,2.52806,-4.119
2,4,2.4,3.12268,-4.59076
1,3,1.3,3.7173,-5.06252
2,7,2.7,-0.0934287,-2.92406
2,6,2.6,0.50119,-3.39582
2,5,2.5,1.09581,-3.86758
1,4,1.4,1.69043,-4.33934
2,3,2.3,2.28505,-4.8111
1,2,1.2,2.87966,-5.28286
2,6,2.6,-0.93106,-3.14439
2,5,2.5,-0.336441,-3.61615
2,4,2.4,0.258177,-4.08791
1,3,1.3,0.852796,-4.55967
2,2,2.2,1.44741,-5.03143
1,1,1.1,2.04203,-5.50319
1,5,1.5,-1.76869,-3.36473
1,4,1.4,-1.17407,-3.83649
1,3,1.3,-0.579454,-4.30825
1,2,1.2,0.0151645,-4.78001
1,1,1.1,0.609783,-5.25177
0,0,0,1.2044,-5.72353
2,4,2.4,-2.60632,-3.58506
2,3,2.3,-2.0117,-4.05682
2,2,2.2,-1.41709,-4.52858
1,1,1.1,-0.822467,-5.00034
2,2,2.2,-0.227848,-5.4721
1,1,1.1,0.36677,-5.94386
1,3,1.3,-3.44395,-3.8054
1,2,1.2,-2.84934,-4.27716
1,1,1.1,-2.25472,-4.74892
0,0,0,-1.6601,-5.22068
1,1,1.1,-1.06548,-5.69244
1,2,1.2,-0.470861,-6.1642
2,7,2.7,1.26692,-4.25884
2,6,2.6,1.86154,-4.7306
1,5,1.5,2.45615,-5.20236
2,4,2.4,3.05077,-5.67412
2,3,2.3,3.64539,-6.14588
1,2,1.2,4.24001,-6.61764
2,6,2.6,0.429286,-4.47918
2,5,2.5,1.0239,-4.95094
1,4,1.4,1.61852,-5.4227
2,3,2.3,2.21314,-5.89446
2,2,2.2,2.80776,-6.36622
1,1,1.1,3.40238,-6.83798
1,5,1.5,-0.408346,-4.69951
1,4,1.4,0.186273,-5.17127
1,3,1.3,0.780891,-5.64303
1,2,1.2,1.37551,-6.11479
1,1,1.1,1.97013,-6.58655
0,0,0,2.56475,-7.05831
2,4,2.4,-1.24598,-4.91985
2,3,2.3,-0.651358,-5.39161
1,2,1.2,-0.0567398,-5.86337
2,3,2.3,0.537879,-6.33513
2,2,2.2,1.1325,-6.80689
1,1,1.1,1.72712,-7.27865
2,3,2.3,-2.08361,-5.14018
2,2,2.2,-1.48899,-5.61194
1,1,1.1,-0.894371,-6.0837
2,2,2.2,-0.299753,-6.55546
2,3,2.3,0.294866,-7.02722
1,2,1.2,0.889485,-7.49898
1,2,1.2,-2.92124,-5.36052
1,1,1.1,-2.32662,-5.83228
0,0,0,-1.732,-6.30404
1,1,1.1,-1.13738,-6.7758
1,2,1.2,-0.542765,-7.24756
1,3,1.3,0.0518534,-7.71932
3,6,3.6,1.78963,-5.81396
3,5,3.5,2.38425,-6.28572
2,4,2.4,2.97887,-6.75748
2,3,2.3,3.57349,-7.22924
3,4,3.4,4.16811,-7.701
2,3,2.3,4.76272,-8.17276
3,5,3.5,0.952,-6.0343
3,4,3.4,1.54662,-6.50606
2,3,2.3,2.14124,-6.97782
2,2,2.2,2.73586,-7.44958
3,3,3.3,3.33047,-7.92134
2,2,2.2,3.92509,-8.3931
2,4,2.4,0.114368,-6.25463
2,3,2.3,0.708987,-6.72639
2,2,2.2,1.30361,-7.19815
1,1,1.1,1.89822,-7.66991
2,2,2.2,2.49284,-8.14167
1,1,1.1,3.08746,-8.61343
2,3,2.3,-0.723263,-6.47497
2,2,2.2,-0.128644,-6.94673
1,1,1.1,0.465974,-7.41849
2,2,2.2,1.06059,-7.89025
2,3,2.3,1.65521,-8.36201
1,2,1.2,2.24983,-8.83377
3,4,3.4,-1.56089,-6.6953
3,3,3.3,-0.966276,-7.16706
2,2,2.2,-0.371657,-7.63882
2,3,2.3,0.222962,-8.11058
3,4,3.4,0.81758,-8.58234
2,3,2.3,1.4122,-9.0541
2,3,2.3,-2.39853,-6.91564
2,2,2.2,-1.80391,-7.3874
1,1,1.1,-1.20929,-7.85916
1,2,1.2,-0.61467,-8.33092
2,3,2.3,-0.020051,-8.80268
2,4,2.4,0.574568,-9.27444
2,5,2.5,2.31235,-7.36908
2,4,2.4,2.90696,-7.84084
1,3,1.3,3.50158,-8.3126
1,2,1.2,4.0962,-8.78436
2,3,2.3,4.69082,-9.25612
2,4,2.4,5.28544,-9.72788
2,4,2.4,1.47471,-7.58942
2,3,2.3,2.06933,-8.06118
1,2,1.2,2.66395,-8.53294
1,1,1.1,3.25857,-9.0047
2,2,2.2,3.85319,-9.47646
2,3,2.3,4.44781,-9.94822
1,3,1.3,0.637083,-7.80975
1,2,1.2,1.2317,-8.28151
1,1,1.1,1.82632,-8.75327
0,0,0,2.42094,-9.22503
1,1,1.1,3.01556,-9.69679
1,2,1.2,3.61018,-10.1686
1,2,1.2,-0.200549,-8.03009
1,1,1.1,0.39407,-8.50185
0,0,0,0.988689,-8.97361
1,1,1.1,1.58331,-9.44537
1,2,1.2,2.17793,-9.91713
1,3,1.3,2.77254,-10.3889
2,3,2.3,-1.03818,-8.25042
2,2,2.2,-0.443561,-8.72218
1,1,1.1,0.151057,-9.19394
1,2,1.2,0.745676,-9.6657
2,3,2.3,1.34029,-10.1375
2,4,2.4,1.93491,-10.6092
2,4,2.4,-1.87581,-8.47076
2,3,2.3,-1.28119,-8.94252
1,2,1.2,-0.686574,-9.41428
1,3,1.3,-0.0919554,-9.88604
2,4,2.4,0.502663,-10.3578
2,5,2.5,1.09728,-10.8296
3,9,3.9,-0.220565,0.671366
3,8,3.8,0.374054,0.199606
2,7,2.7,0.968672,-0.272154
2,6,2.6,1.56329,-0.743914
2,5,2.5,2.15791,-1.21567
3,6,3.6,2.75253,-1.68743
3,8,3.8,-1.0582,0.451031
3,7,3.7,-0.463578,-0.0207289
2,6,2.6,0.131041,-0.492489
2,5,2.5,0.72566,-0.964249
2,4,2.4,1.32028,-1.43601
3,5,3.5,1.9149,-1.90777
2,7,2.7,-1.89583,0.230696
2,6,2.6,-1.30121,-0.241064
2,5,2.5,-0.70659,-0.712824
1,4,1.4,-0.111972,-1.18458
1,3,1.3,0.482647,-1.65634
2,4,2.4,1.07727,-2.1281
2,6,2.6,-2.73346,0.0103613
2,5,2.5,-2.13884,-0.461398
1,4,1.4,-1.54422,-0.933158
2,3,2.3,-0.949603,-1.40492
1,2,1.2,-0.354984,-1.87668
2,3,2.3,0.239634,-2.34844
2,5,2.5,-3.57109,-0.209973
2,4,2.4,-2.97647,-0.681733
1,3,1.3,-2.38185,-1.15349
1,2,1.2,-1.78723,-1.62525
2,3,2.3,-1.19262,-2.09701
2,4,2.4,-0.597997,-2.56877
3,6,3.6,-4.40872,-0.430308
3,5,3.5,-3.8141,-0.902068
2,4,2.4,-3.21948,-1.37383
2,3,2.3,-2.62487,-1.84559
2,4,2.4,-2.03025,-2.31735
3,5,3.5,-1.43563,-2.78911
3,8,3.8,0.302149,-0.883754
3,7,3.7,0.896768,-1.35551
2,6,2.6,1.49139,-1.82727
2,5,2.5,2.08601,-2.29903
2,4,2.4,2.68062,-2.77079
3,5,3.5,3.27524,-3.24255
3,7,3.7,-0.535482,-1.10409
3,6,3.6,0.0591367,-1.57585
2,5,2.5,0.653755,-2.04761
2,4,2.4,1.24837,-2.51937
2,3,2.3,1.84299,-2.99113
3,4,3.4,2.43761,-3.46289
2,6,2.6,-1.37311,-1.32442
2,5,2.5,-0.778495,-1.79618
2,4,2.4,-0.183876,-2.26794
1,3,1.3,0.410743,-2.7397
1,2,1.2,1.00536,-3.21146
2,3,2.3,1.59998,-3.68322
2,5,2.5,-2.21074,-1.54476
2,4,2.4,-1.61613,-2.01652
1,3,1.3,-1.02151,-2.48828
2,2,2.2,-0.426889,-2.96004
1,1,1.1,0.16773,-3.4318
2,2,2.2,0.762349,-3.90356
2,4,2.4,-3.04838,-1.76509
2,3,2.3,-2.45376,-2.23685
1,2,1.2,-1.85914,-2.70861
1,1,1.1,-1.26452,-3.18037
2,2,2.2,-0.669901,-3.65213
2,3,2.3,-0.0752827,-4.12389
3,5,3.5,-3.88601,-1.98543
3,4,3.4,-3.29139,-2.45719
2,3,2.3,-2.69677,-2.92895
2,2,2.2,-2.10215,-3.40071
2,3,2.3,-1.50753,-3.87247
3,4,3.4,-0.912914,-4.34423
2,7,2.7,0.824864,-2.43887
2,6,2.6,1.41948,-2.91063
2,5,2.5,2.0141,-3.38239
1,4,1.4,2.60872,-3.85415
1,3,1.3,3.20334,-4.32591
2,4,2.4,3.79796,-4.79767
2,6,2.6,-0.0127677,-2.65921
2,5,2.5,0.581851,-3.13097
2,4,2.4,1.17647,-3.60273
1,3,1.3,1.77109,-4.07449
1,2,1.2,2.36571,-4.54625
2,3,2.3,2.96033,-5.01801
2,5,2.5,-0.850399,-2.87954
2,4,2.4,-0.25578,-3.3513
2,3,2.3,0.338838,-3.82306
1,2,1.2,0.933457,-4.29482
1,1,1.1,1.52808,-4.76658
2,2,2.2,2.12269,-5.23834
1,4,1.4,-1.68803,-3.09988
1,3,1.3,-1.09341,-3.57164
1,2,1.2,-0.498793,-4.0434
1,1,1.1,0.0958255,-4.51516
0,0,0,0.690444,-4.98692
1,1,1.1,1.28506,-5.45868
1,3,1.3,-2.52566,-3.32021
1,2,1.2,-1.93104,-3.79197
1,1,1.1,-1.33642,-4.26373
0,0,0,-0.741806,-4.73549
1,1,1.1,-0.147187,-5.20725
1,2,1.2,0.447431,-5.67901
2,4,2.4,-3.36329,-3.54055
2,3,2.3,-2.76867,-4.01231
2,2,2.2,-2.17406,-4.48407
1,1,1.1,-1.57944,-4.95583
1,2,1.2,-0.984818,-5.42759
2,3,2.3,-0.3902,-5.89935
2,6,2.6,1.34758,-3.99399
2,5,2.5,1.9422,-4.46575
1,4,1.4,2.53682,-4.93751
2,3,2.3,3.13143,-5.40927
1,2,1.2,3.72605,-5.88103
2,3,2.3,4.32067,-6.35279
2,5,2.5,0.509947,-4.21433
2,4,2.4,1.10457,-4.68609
1,3,1.3,1.69918,-5.15785
2,2,2.2,2.2938,-5.62961
1,1,1.1,2.88842,-6.10137
2,2,2.2,3.48304,-6.57313
1,4,1.4,-0.327685,-4.43466
1,3,1.3,0.266934,-4.90642
1,2,1.2,0.861552,-5.37818
1,1,1.1,1.45617,-5.84994
0,0,0,2.05079,-6.3217
1,1,1.1,2.64541,-6.79346
2,3,2.3,-1.16532,-4.655
2,2,2.2,-0.570697,-5.12676
1,1,1.1,0.0239212,-5.59852
2,2,2.2,0.61854,-6.07028
1,1,1.1,1.21316,-6.54204
2,2,2.2,1.80778,-7.0138
1,2,1.2,-2.00295,-4.87533
1,1,1.1,-1.40833,-5.34709
0,0,0,-0.81371,-5.81885
1,1,1.1,-0.219092,-6.29061
1,2,1.2,0.375527,-6.76237
1,3,1.3,0.970146,-7.23413
2,3,2.3,-2.84058,-5.09567
2,2,2.2,-2.24596,-5.56743
1,1,1.1,-1.65134,-6.03919
2,2,2.2,-1.05672,-6.51095
1,3,1.3,-0.462104,-6.98271
2,4,2.4,0.132514,-7.45447
2,5,2.5,1.87029,-5.54911
2,4,2.4,2.46491,-6.02087
1,3,1.3,3.05953,-6.49263
1,2,1.2,3.65415,-6.96439
2,3,2.3,4.24877,-7.43615
2,4,2.4,4.84339,-7.90791
2,4,2.4,1.03266,-5.76945
2,3,2.3,1.62728,-6.24121
1,2,1.2,2.2219,-6.71297
1,1,1.1,2.81652,-7.18473
2,2,2.2,3.41114,-7.65649
2,3,2.3,4.00575,-8.12825
1,3,1.3,0.195029,-5.98978
1,2,1.2,0.789648,-6.46154
1,1,1.1,1.38427,-6.9333
0,0,0,1.97889,-7.40506
1,1,1.1,2.5735,-7.87682
1,2,1.2,3.16812,-8.34858
1,2,1.2,-0.642602,-6.21012
1,1,1.1,-0.0479832,-6.68188
0,0,0,0.546635,-7.15364
1,1,1.1,1.14125,-7.6254
1,2,1.2,1.73587,-8.09716
1,3,1.3,2.33049,-8.56892
2,3,2.3,-1.48023,-6.43045
2,2,2.2,-0.885615,-6.90221
1,1,1.1,-0.290996,-7.37397
1,2,1.2,0.303623,-7.84573
2,3,2.3,0.898241,-8.31749
2,4,2.4,1.49286,-8.78925
2,4,2.4,-2.31786,-6.65079
2,3,2.3,-1.72325,-7.12255
1,2,1.2,-1.12863,-7.59431
1,3,1.3,-0.534009,-8.06607
2,4,2.4,0.06061,-8.53783
2,5,2.5,0.655229,-9.00959
3,6,3.6,2.39301,-7.10423
3,5,3.5,2.98762,-7.57599
2,4,2.4,3.58224,-8.04775
2,3,2.3,4.17686,-8.51951
2,4,2.4,4.77148,-8.99127
3,5,3.5,5.3661,-9.46303
3,5,3.5,1.55538,-7.32457
3,4,3.4,2.14999,-7.79633
2,3,2.3,2.74461,-8.26809
2,2,2.2,3.33923,-8.73985
2,3,2.3,3.93385,-9.21161
3,4,3.4,4.52847,-9.68337
2,4,2.4,0.717744,-7.5449
2,3,2.3,1.31236,-8.01666
2,2,2.2,1.90698,-8.48842
1,1,1.1,2.5016,-8.96018
1,2,1.2,3.09622,-9.43194
2,3,2.3,3.69084,-9.9037
2,3,2.3,-0.119888,-7.76524
2,2,2.2,0.474731,-8.237
1,1,1.1,1.06935,-8.70876
2,2,2.2,1.66397,-9.18052
1,3,1.3,2.25859,-9.65228
2,4,2.4,2.85321,-10.124
2,4,2.4,-0.957519,-7.98557
2,3,2.3,-0.3629,-8.45733
1,2,1.2,0.231718,-8.92909
1,3,1.3,0.826337,-9.40085
2,4,2.4,1.42096,-9.87261
2,5,2.5,2.01557,-10.3444
3,5,3.5,-1.79515,-8.20591
3,4,3.4,-1.20053,-8.67767
2,3,2.3,-0.605913,-9.14943
2,4,2.4,-0.0112943,-9.62119
2,5,2.5,0.583324,-10.0929
3,6,3.6,1.17794,-10.5647
4,13,4.13,-1.75594,-1.20031
4,12,4.12,-1.16132,-1.67207
3,11,3.11,-0.566705,-2.14383
3,10,3.1,0.0279136,-2.61559
3,9,3.9,0.622532,-3.08735
3,8,3.8,1.21715,-3.55911
4,12,4.12,-2.59357,-1.42065
4,11,4.11,-1.99895,-1.89241
3,10,3.1,-1.40434,-2.36417
3,9,3.9,-0.809718,-2.83593
3,8,3.8,-0.215099,-3.30769
3,7,3.7,0.37952,-3.77945
3,11,3.11,-3.4312,-1.64098
3,10,3.1,-2.83659,-2.11274
3,9,3.9,-2.24197,-2.5845
2,8,2.8,-1.64735,-3.05626
2,7,2.7,-1.05273,-3.52802
2,6,2.6,-0.458112,-3.99978
3,10,3.1,-4.26884,-1.86132
3,9,3.9,-3.67422,-2.33308
2,8,2.8,-3.0796,-2.80484
3,7,3.7,-2.48498,-3.2766
2,6,2.6,-1.89036,-3.74836
2,5,2.5,-1.29574,-4.22012
3,9,3.9,-5.10647,-2.08165
3,8,3.8,-4.51185,-2.55341
2,7,2.7,-3.91723,-3.02517
2,6,2.6,-3.32261,-3.49693
3,5,3.5,-2.72799,-3.96869
2,4,2.4,-2.13337,-4.44045
3,8,3.8,-5.9441,-2.30199
3,7,3.7,-5.34948,-2.77375
2,6,2.6,-4.75486,-3.24551
2,5,2.5,-4.16024,-3.71727
2,4,2.4,-3.56562,-4.18903
3,5,3.5,-2.97101,-4.66079
4,12,4.12,-1.23323,-2.75543
4,11,4.11,-0.638609,-3.22719
3,10,3.1,-0.0439908,-3.69895
3,9,3.9,0.550628,-4.17071
3,8,3.8,1.14525,-4.64247
3,7,3.7,1.73987,-5.11423
4,11,4.11,-2.07086,-2.97577
4,10,4.1,-1.47624,-3.44753
3,9,3.9,-0.881622,-3.91929
3,8,3.8,-0.287003,-4.39105
3,7,3.7,0.307615,-4.86281
3,6,3.6,0.902234,-5.33457
3,10,3.1,-2.90849,-3.1961
3,9,3.9,-2.31387,-3.66786
3,8,3.8,-1.71925,-4.13962
2,7,2.7,-1.12463,-4.61138
2,6,2.6,-0.530016,-5.08314
2,5,2.5,0.0646025,-5.5549
3,9,3.9,-3.74612,-3.41644
3,8,3.8,-3.1515,-3.8882
2,7,2.7,-2.55688,-4.35996
3,6,3.6,-1.96227,-4.83172
2,5,2.5,-1.36765,-5.30348
2,4,2.4,-0.773029,-5.77524
3,8,3.8,-4.58375,-3.63677
3,7,3.7,-3.98913,-4.10853
