Hamming,Manhattan,Mix,v0,v1
2,2,2.2,-1.13748,-7.0893
1,4,1.4,-4.94821,-4.95083
1,3,1.3,-4.35359,-5.42259
1,2,1.2,-3.75897,-5.89435
1,1,1.1,-3.16435,-6.36611
0,0,0,-2.56973,-6.83787
1,1,1.1,-1.97511,-7.30963
1,3,1.3,-5.78584,-5.17117
1,2,1.2,-5.19122,-5.64293
1,1,1.1,-4.5966,-6.11469
0,0,0,-4.00198,-6.58645
1,1,1.1,-3.40736,-7.05821
1,2,1.2,-2.81275,-7.52997
2,4,2.4,-6.62347,-5.3915
2,3,2.3,-6.02885,-5.86326
2,2,2.2,-5.43423,-6.33502
1,1,1.1,-4.83961,-6.80678
1,2,1.2,-4.245,-7.27854
2,3,2.3,-3.65038,-7.7503
3,6,3.6,-1.9126,-5.84495
2,5,2.5,-1.31798,-6.31671
3,4,3.4,-0.723362,-6.78847
2,3,2.3,-0.128743,-7.26023
2,2,2.2,0.465875,-7.73199
3,3,3.3,1.06049,-8.20375
2,5,2.5,-2.75023,-6.06528
2,4,2.4,-2.15561,-6.53704
2,3,2.3,-1.56099,-7.0088
1,2,1.2,-0.966375,-7.48056
1,1,1.1,-0.371756,-7.95232
2,2,2.2,0.222863,-8.42408
3,4,3.4,-3.58786,-6.28562
2,3,2.3,-2.99324,-6.75738
3,4,3.4,-2.39862,-7.22914
2,3,2.3,-1.80401,-7.7009
2,2,2.2,-1.20939,-8.17266
3,3,3.3,-0.614769,-8.64442
2,3,2.3,-4.42549,-6.50595
1,2,1.2,-3.83087,-6.97771
2,3,2.3,-3.23626,-7.44947
2,2,2.2,-2.64164,-7.92123
1,1,1.1,-2.04702,-8.39299
2,2,2.2,-1.4524,-8.86475
2,2,2.2,-5.26312,-6.72629
1,1,1.1,-4.66851,-7.19805
2,2,2.2,-4.07389,-7.66981
1,1,1.1,-3.47927,-8.14157
2,2,2.2,-2.88465,-8.61332
2,3,2.3,-2.29003,-9.08508
3,3,3.3,-6.10076,-6.94662
2,2,2.2,-5.50614,-7.41838
3,3,3.3,-4.91152,-7.89014
2,2,2.2,-4.3169,-8.3619
2,3,2.3,-3.72228,-8.83366
3,4,3.4,-3.12766,-9.30542
2,5,2.5,-1.38988,-7.40007
1,4,1.4,-0.795266,-7.87183
2,3,2.3,-0.200648,-8.34359
2,2,2.2,0.393971,-8.81535
1,1,1.1,0.98859,-9.28711
2,2,2.2,1.58321,-9.75887
1,4,1.4,-2.22752,-7.6204
1,3,1.3,-1.6329,-8.09216
1,2,1.2,-1.03828,-8.56392
1,1,1.1,-0.44366,-9.03568
0,0,0,0.150958,-9.50744
1,1,1.1,0.745577,-9.9792
2,3,2.3,-3.06515,-7.84074
1,2,1.2,-2.47053,-8.3125
2,3,2.3,-1.87591,-8.78426
2,2,2.2,-1.28129,-9.25602
1,1,1.1,-0.686673,-9.72777
2,2,2.2,-0.0920544,-10.1995
2,2,2.2,-3.90278,-8.06107
1,1,1.1,-3.30816,-8.53283
2,2,2.2,-2.71354,-9.00459
2,3,2.3,-2.11892,-9.47635
1,2,1.2,-1.5243,-9.94811
2,3,2.3,-0.929686,-10.4199
1,1,1.1,-4.74041,-8.28141
0,0,0,-4.14579,-8.75316
1,1,1.1,-3.55117,-9.22492
1,2,1.2,-2.95655,-9.69668
1,3,1.3,-2.36194,-10.1684
1,4,1.4,-1.76732,-10.6402
2,2,2.2,-5.57804,-8.50174
1,1,1.1,-4.98342,-8.9735
2,2,2.2,-4.3888,-9.44526
2,3,2.3,-3.79419,-9.91702
1,4,1.4,-3.19957,-10.3888
2,5,2.5,-2.60495,-10.8605
2,4,2.4,-0.867171,-8.95519
1,3,1.3,-0.272552,-9.42695
2,2,2.2,0.322067,-9.89871
1,1,1.1,0.916685,-10.3705
2,2,2.2,1.5113,-10.8422
2,3,2.3,2.10592,-11.314
1,3,1.3,-1.7048,-9.17552
1,2,1.2,-1.11018,-9.64728
1,1,1.1,-0.515565,-10.119
0,0,0,0.0790539,-10.5908
1,1,1.1,0.673673,-11.0626
1,2,1.2,1.26829,-11.5343
2,2,2.2,-2.54243,-9.39586
1,1,1.1,-1.94781,-9.86761
2,2,2.2,-1.3532,-10.3394
1,1,1.1,-0.758577,-10.8111
2,2,2.2,-0.163959,-11.2829
2,3,2.3,0.43066,-11.7547
1,1,1.1,-3.38006,-9.61619
0,0,0,-2.78545,-10.0879
1,1,1.1,-2.19083,-10.5597
1,2,1.2,-1.59621,-11.0315
1,3,1.3,-1.00159,-11.5032
1,4,1.4,-0.406971,-11.975
2,2,2.2,-4.2177,-9.83652
1,1,1.1,-3.62308,-10.3083
2,2,2.2,-3.02846,-10.78
1,3,1.3,-2.43384,-11.2518
2,4,2.4,-1.83922,-11.7236
2,5,2.5,-1.2446,-12.1953
2,3,2.3,-5.05533,-10.0569
1,2,1.2,-4.46071,-10.5286
2,3,2.3,-3.86609,-11.0004
1,4,1.4,-3.27147,-11.4721
2,5,2.5,-2.67685,-11.9439
2,6,2.6,-2.08223,-12.4157
3,5,3.5,-0.344456,-10.5103
2,4,2.4,0.250162,-10.9821
3,3,3.3,0.844781,-11.4538
2,2,2.2,1.4394,-11.9256
2,3,2.3,2.03402,-12.3973
3,4,3.4,2.62864,-12.8691
2,4,2.4,-1.18209,-10.7306
2,3,2.3,-0.587469,-11.2024
2,2,2.2,0.00714952,-11.6742
1,1,1.1,0.601768,-12.1459
1,2,1.2,1.19639,-12.6177
2,3,2.3,1.79101,-13.0894
3,3,3.3,-2.01972,-10.951
2,2,2.2,-1.4251,-11.4227
3,3,3.3,-0.830482,-11.8945
2,2,2.2,-0.235863,-12.3663
2,3,2.3,0.358755,-12.838
3,4,3.4,0.953374,-13.3098
2,2,2.2,-2.85735,-11.1713
1,1,1.1,-2.26273,-11.6431
2,2,2.2,-1.66811,-12.1148
2,3,2.3,-1.07349,-12.5866
1,4,1.4,-0.478876,-13.0583
2,5,2.5,0.115743,-13.5301
2,3,2.3,-3.69498,-11.3916
1,2,1.2,-3.10036,-11.8634
2,3,2.3,-2.50574,-12.3352
1,4,1.4,-1.91113,-12.8069
2,5,2.5,-1.31651,-13.2787
2,6,2.6,-0.721889,-13.7504
3,4,3.4,-4.53261,-11.612
2,3,2.3,-3.93799,-12.0837
3,4,3.4,-3.34338,-12.5555
2,5,2.5,-2.74876,-13.0273
2,6,2.6,-2.15414,-13.499
3,7,3.7,-1.55952,-13.9708
3,7,3.7,-2.87737,-2.46986
2,6,2.6,-2.28275,-2.94162
2,5,2.5,-1.68813,-3.41338
3,4,3.4,-1.09351,-3.88514
2,3,2.3,-0.498892,-4.3569
3,4,3.4,0.0957265,-4.82866
2,6,2.6,-3.715,-2.69019
2,5,2.5,-3.12038,-3.16195
1,4,1.4,-2.52576,-3.63371
2,3,2.3,-1.93114,-4.10547
1,2,1.2,-1.33652,-4.57723
2,3,2.3,-0.741905,-5.04899
2,5,2.5,-4.55263,-2.91053
1,4,1.4,-3.95801,-3.38229
2,3,2.3,-3.36339,-3.85405
2,2,2.2,-2.76877,-4.32581
1,1,1.1,-2.17415,-4.79757
2,2,2.2,-1.57954,-5.26933
3,4,3.4,-5.39026,-3.13086
2,3,2.3,-4.79564,-3.60262
2,2,2.2,-4.20102,-4.07438
3,3,3.3,-3.6064,-4.54614
2,2,2.2,-3.01179,-5.0179
3,3,3.3,-2.41717,-5.48966
2,3,2.3,-6.22789,-3.3512
1,2,1.2,-5.63327,-3.82296
1,1,1.1,-5.03865,-4.29472
2,2,2.2,-4.44404,-4.76648
2,3,2.3,-3.84942,-5.23824
2,4,2.4,-3.2548,-5.71
3,4,3.4,-7.06552,-3.57153
2,3,2.3,-6.4709,-4.04329
2,2,2.2,-5.87629,-4.51505
3,3,3.3,-5.28167,-4.98681
2,4,2.4,-4.68705,-5.45857
3,5,3.5,-4.09243,-5.93033
2,6,2.6,-2.35465,-4.02498
2,5,2.5,-1.76003,-4.49674
1,4,1.4,-1.16542,-4.9685
2,3,2.3,-0.570797,-5.44026
1,2,1.2,0.0238221,-5.91202
2,3,2.3,0.618441,-6.38378
2,5,2.5,-3.19228,-4.24531
2,4,2.4,-2.59767,-4.71707
1,3,1.3,-2.00305,-5.18883
2,2,2.2,-1.40843,-5.66059
1,1,1.1,-0.813809,-6.13235
2,2,2.2,-0.219191,-6.60411
1,4,1.4,-4.02991,-4.46565
1,3,1.3,-3.4353,-4.93741
1,2,1.2,-2.84068,-5.40917
1,1,1.1,-2.24606,-5.88093
0,0,0,-1.65144,-6.35269
1,1,1.1,-1.05682,-6.82445
2,3,2.3,-4.86755,-4.68598
2,2,2.2,-4.27293,-5.15774
1,1,1.1,-3.67831,-5.6295
2,2,2.2,-3.08369,-6.10126
1,1,1.1,-2.48907,-6.57302
2,2,2.2,-1.89445,-7.04478
1,2,1.2,-5.70518,-4.90632
1,1,1.1,-5.11056,-5.37808
0,0,0,-4.51594,-5.84984
1,1,1.1,-3.92132,-6.3216
1,2,1.2,-3.3267,-6.79336
1,3,1.3,-2.73208,-7.26512
2,3,2.3,-6.54281,-5.12665
2,2,2.2,-5.94819,-5.59841
1,1,1.1,-5.35357,-6.07017
2,2,2.2,-4.75895,-6.54193
1,3,1.3,-4.16433,-7.01369
2,4,2.4,-3.56972,-7.48545
2,5,2.5,-1.83194,-5.5801
1,4,1.4,-1.23732,-6.05186
2,3,2.3,-0.642701,-6.52362
2,2,2.2,-0.0480823,-6.99538
1,1,1.1,0.546536,-7.46714
2,2,2.2,1.14115,-7.9389
1,4,1.4,-2.66957,-5.80043
1,3,1.3,-2.07495,-6.27219
1,2,1.2,-1.48033,-6.74395
1,1,1.1,-0.885714,-7.21571
0,0,0,-0.291095,-7.68747
1,1,1.1,0.303524,-8.15923
2,3,2.3,-3.5072,-6.02077
1,2,1.2,-2.91258,-6.49253
2,3,2.3,-2.31796,-6.96429
2,2,2.2,-1.72334,-7.43605
1,1,1.1,-1.12873,-7.90781
2,2,2.2,-0.534108,-8.37957
2,2,2.2,-4.34483,-6.2411
1,1,1.1,-3.75021,-6.71286
2,2,2.2,-3.15559,-7.18462
2,3,2.3,-2.56098,-7.65638
1,2,1.2,-1.96636,-8.12814
2,3,2.3,-1.37174,-8.5999
1,1,1.1,-5.18246,-6.46144
0,0,0,-4.58784,-6.9332
1,1,1.1,-3.99323,-7.40496
1,2,1.2,-3.39861,-7.87672
1,3,1.3,-2.80399,-8.34848
1,4,1.4,-2.20937,-8.82024
2,2,2.2,-6.02009,-6.68177
1,1,1.1,-5.42548,-7.15353
2,2,2.2,-4.83086,-7.62529
2,3,2.3,-4.23624,-8.09705
1,4,1.4,-3.64162,-8.56881
2,5,2.5,-3.047,-9.04057
3,4,3.4,-1.30922,-7.13522
2,3,2.3,-0.714605,-7.60698
2,2,2.2,-0.119987,-8.07874
3,3,3.3,0.474632,-8.5505
2,2,2.2,1.06925,-9.02226
3,3,3.3,1.66387,-9.49402
2,3,2.3,-2.14686,-7.35555
2,2,2.2,-1.55224,-7.82731
1,1,1.1,-0.957618,-8.29907
2,2,2.2,-0.362999,-8.77083
1,1,1.1,0.231619,-9.24259
2,2,2.2,0.826238,-9.71435
2,2,2.2,-2.98449,-7.57589
1,1,1.1,-2.38987,-8.04765
2,2,2.2,-1.79525,-8.51941
2,3,2.3,-1.20063,-8.99117
1,2,1.2,-0.606012,-9.46293
2,3,2.3,-0.0113934,-9.93469
3,3,3.3,-3.82212,-7.79622
2,2,2.2,-3.2275,-8.26798
2,3,2.3,-2.63288,-8.73974
3,4,3.4,-2.03826,-9.2115
2,3,2.3,-1.44364,-9.68326
3,4,3.4,-0.849025,-10.155
2,2,2.2,-4.65975,-8.01656
1,1,1.1,-4.06513,-8.48832
1,2,1.2,-3.47051,-8.96008
2,3,2.3,-2.87589,-9.43184
2,4,2.4,-2.28127,-9.9036
2,5,2.5,-1.68666,-10.3754
3,3,3.3,-5.49738,-8.23689
2,2,2.2,-4.90276,-8.70865
2,3,2.3,-4.30814,-9.18041
3,4,3.4,-3.71352,-9.65217
2,5,2.5,-3.11891,-10.1239
3,6,3.6,-2.52429,-10.5957
2,3,2.3,-0.78651,-8.69034
1,2,1.2,-0.191891,-9.1621
1,1,1.1,0.402728,-9.63386
2,2,2.2,0.997346,-10.1056
2,3,2.3,1.59196,-10.5774
2,4,2.4,2.18658,-11.0491
1,2,1.2,-1.62414,-8.91067
1,1,1.1,-1.02952,-9.38243
0,0,0,-0.434904,-9.85419
1,1,1.1,0.159715,-10.326
1,2,1.2,0.754334,-10.7977
1,3,1.3,1.34895,-11.2695
1,1,1.1,-2.46177,-9.13101
0,0,0,-1.86715,-9.60277
1,1,1.1,-1.27254,-10.0745
1,2,1.2,-0.677916,-10.5463
1,3,1.3,-0.0832978,-11.018
1,4,1.4,0.511321,-11.4898
2,2,2.2,-3.2994,-9.35134
1,1,1.1,-2.70478,-9.8231
1,2,1.2,-2.11017,-10.2949
2,3,2.3,-1.51555,-10.7666
2,4,2.4,-0.920929,-11.2384
2,5,2.5,-0.32631,-11.7101
2,3,2.3,-4.13703,-9.57168
1,2,1.2,-3.54242,-10.0434
1,3,1.3,-2.9478,-10.5152
2,4,2.4,-2.35318,-10.987
2,5,2.5,-1.75856,-11.4587
2,6,2.6,-1.16394,-11.9305
2,4,2.4,-4.97467,-9.79201
1,3,1.3,-4.38005,-10.2638
1,4,1.4,-3.78543,-10.7355
2,5,2.5,-3.19081,-11.2073
2,6,2.6,-2.59619,-11.679
2,7,2.7,-2.00157,-12.1508
3,4,3.4,-0.263795,-10.2455
2,3,2.3,0.330823,-10.7172
2,2,2.2,0.925442,-11.189
3,3,3.3,1.52006,-11.6607
2,4,2.4,2.11468,-12.1325
3,5,3.5,2.7093,-12.6043
2,3,2.3,-1.10143,-10.4658
2,2,2.2,-0.506808,-10.9376
1,1,1.1,0.0878105,-11.4093
2,2,2.2,0.682429,-11.8811
1,3,1.3,1.27705,-12.3528
2,4,2.4,1.87167,-12.8246
2,2,2.2,-1.93906,-10.6861
1,1,1.1,-1.34444,-11.1579
2,2,2.2,-0.749821,-11.6296
2,3,2.3,-0.155202,-12.1014
1,4,1.4,0.439416,-12.5732
2,5,2.5,1.03404,-13.0449
3,3,3.3,-2.77669,-10.9065
2,2,2.2,-2.18207,-11.3782
2,3,2.3,-1.58745,-11.85
3,4,3.4,-0.992833,-12.3217
2,5,2.5,-0.398215,-12.7935
3,6,3.6,0.196404,-13.2653
2,4,2.4,-3.61432,-11.1268
1,3,1.3,-3.0197,-11.5986
1,4,1.4,-2.42508,-12.0703
2,5,2.5,-1.83046,-12.5421
2,6,2.6,-1.23585,-13.0138
2,7,2.7,-0.641228,-13.4856
3,5,3.5,-4.45195,-11.3471
2,4,2.4,-3.85733,-11.8189
2,5,2.5,-3.26271,-12.2906
3,6,3.6,-2.6681,-12.7624
2,7,2.7,-2.07348,-13.2342
3,8,3.8,-1.47886,-13.7059
3,6,3.6,-2.79671,-2.20501
2,5,2.5,-2.20209,-2.67677
2,4,2.4,-1.60747,-3.14853
2,3,2.3,-1.01285,-3.62029
3,4,3.4,-0.418231,-4.09205
3,5,3.5,0.176388,-4.56381
2,5,2.5,-3.63434,-2.42534
2,4,2.4,-3.03972,-2.8971
1,3,1.3,-2.4451,-3.36886
1,2,1.2,-1.85048,-3.84062
2,3,2.3,-1.25586,-4.31238
2,4,2.4,-0.661244,-4.78414
2,4,2.4,-4.47197,-2.64568
1,3,1.3,-3.87735,-3.11744
2,2,2.2,-3.28273,-3.5892
1,1,1.1,-2.68811,-4.06096
2,2,2.2,-2.09349,-4.53272
2,3,2.3,-1.49888,-5.00448
2,3,2.3,-5.3096,-2.86601
1,2,1.2,-4.71498,-3.33777
1,1,1.1,-4.12036,-3.80953
2,2,2.2,-3.52574,-4.28129
2,3,2.3,-2.93113,-4.75305
2,4,2.4,-2.33651,-5.22481
3,4,3.4,-6.14723,-3.08635
2,3,2.3,-5.55261,-3.55811
2,2,2.2,-4.95799,-4.02987
2,3,2.3,-4.36337,-4.50163
3,4,3.4,-3.76876,-4.97339
3,5,3.5,-3.17414,-5.44515
3,5,3.5,-6.98486,-3.30668
2,4,2.4,-6.39024,-3.77844
2,3,2.3,-5.79562,-4.2502
2,4,2.4,-5.20101,-4.72196
3,5,3.5,-4.60639,-5.19372
3,6,3.6,-4.01177,-5.66548
2,5,2.5,-2.27399,-3.76013
2,4,2.4,-1.67937,-4.23189
1,3,1.3,-1.08475,-4.70365
1,2,1.2,-0.490135,-5.17541
2,3,2.3,0.104483,-5.64717
2,4,2.4,0.699102,-6.11893
2,4,2.4,-3.11162,-3.98046
2,3,2.3,-2.517,-4.45222
1,2,1.2,-1.92239,-4.92398
1,1,1.1,-1.32777,-5.39574
2,2,2.2,-0.733148,-5.8675
2,3,2.3,-0.13853,-6.33926
1,3,1.3,-3.94925,-4.2008
1,2,1.2,-3.35464,-4.67256
1,1,1.1,-2.76002,-5.14432
0,0,0,-2.1654,-5.61608
1,1,1.1,-1.57078,-6.08784
1,2,1.2,-0.976161,-6.5596
1,2,1.2,-4.78689,-4.42113
1,1,1.1,-4.19227,-4.89289
0,0,0,-3.59765,-5.36465
1,1,1.1,-3.00303,-5.83641
1,2,1.2,-2.40841,-6.30817
1,3,1.3,-1.81379,-6.77993
2,3,2.3,-5.62452,-4.64147
2,2,2.2,-5.0299,-5.11323
1,1,1.1,-4.43528,-5.58499
1,2,1.2,-3.84066,-6.05675
2,3,2.3,-3.24604,-6.52851
2,4,2.4,-2.65142,-7.00027
2,4,2.4,-6.46215,-4.8618
2,3,2.3,-5.86753,-5.33356
1,2,1.2,-5.27291,-5.80532
1,3,1.3,-4.67829,-6.27708
2,4,2.4,-4.08367,-6.74884
2,5,2.5,-3.48905,-7.2206
2,4,2.4,-1.75128,-5.31525
1,3,1.3,-1.15666,-5.78701
2,2,2.2,-0.56204,-6.25877
1,1,1.1,0.0325787,-6.73053
2,2,2.2,0.627197,-7.20229
2,3,2.3,1.22182,-7.67405
1,3,1.3,-2.58891,-5.53558
1,2,1.2,-1.99429,-6.00734
1,1,1.1,-1.39967,-6.4791
0,0,0,-0.805053,-6.95086
1,1,1.1,-0.210434,-7.42262
1,2,1.2,0.384185,-7.89438
2,2,2.2,-3.42654,-5.75592
1,1,1.1,-2.83192,-6.22768
2,2,2.2,-2.2373,-6.69944
1,1,1.1,-1.64268,-7.1712
2,2,2.2,-1.04807,-7.64296
2,3,2.3,-0.453447,-8.11472
1,1,1.1,-4.26417,-5.97625
0,0,0,-3.66955,-6.44801
1,1,1.1,-3.07493,-6.91977
1,2,1.2,-2.48032,-7.39153
1,3,1.3,-1.8857,-7.86329
1,4,1.4,-1.29108,-8.33505
2,2,2.2,-5.1018,-6.19659
1,1,1.1,-4.50718,-6.66835
2,2,2.2,-3.91257,-7.14011
1,3,1.3,-3.31795,-7.61187
2,4,2.4,-2.72333,-8.08363
2,5,2.5,-2.12871,-8.55539
2,3,2.3,-5.93943,-6.41692
1,2,1.2,-5.34482,-6.88868
2,3,2.3,-4.7502,-7.36044
1,4,1.4,-4.15558,-7.8322
2,5,2.5,-3.56096,-8.30396
2,6,2.6,-2.96634,-8.77572
2,3,2.3,-1.22856,-6.87037
1,2,1.2,-0.633944,-7.34213
1,1,1.1,-0.0393256,-7.81389
2,2,2.2,0.555293,-8.28565
2,3,2.3,1.14991,-8.75741
2,4,2.4,1.74453,-9.22917
1,2,1.2,-2.06619,-7.0907
1,1,1.1,-1.47158,-7.56246
0,0,0,-0.876957,-8.03422
1,1,1.1,-0.282338,-8.50598
1,2,1.2,0.31228,-8.97774
1,3,1.3,0.906899,-9.4495
1,1,1.1,-2.90383,-7.31104
0,0,0,-2.30921,-7.7828
1,1,1.1,-1.71459,-8.25456
1,2,1.2,-1.11997,-8.72632
1,3,1.3,-0.525351,-9.19808
1,4,1.4,0.0692676,-9.66984
2,2,2.2,-3.74146,-7.53137
1,1,1.1,-3.14684,-8.00313
1,2,1.2,-2.55222,-8.47489
2,3,2.3,-1.9576,-8.94665
2,4,2.4,-1.36298,-9.41841
2,5,2.5,-0.768364,-9.89017
2,3,2.3,-4.57909,-7.75171
1,2,1.2,-3.98447,-8.22347
1,3,1.3,-3.38985,-8.69523
2,4,2.4,-2.79523,-9.16699
2,5,2.5,-2.20061,-9.63875
2,6,2.6,-1.60599,-10.1105
2,4,2.4,-5.41672,-7.97204
1,3,1.3,-4.8221,-8.4438
1,4,1.4,-4.22748,-8.91556
2,5,2.5,-3.63286,-9.38732
2,6,2.6,-3.03824,-9.85908
2,7,2.7,-2.44363,-10.3308
3,4,3.4,-0.705849,-8.42549
2,3,2.3,-0.11123,-8.89725
2,2,2.2,0.483389,-9.36901
2,3,2.3,1.07801,-9.84077
3,4,3.4,1.67263,-10.3125
3,5,3.5,2.26724,-10.7843
2,3,2.3,-1.54348,-8.64582
2,2,2.2,-0.948861,-9.11758
1,1,1.1,-0.354243,-9.58934
1,2,1.2,0.240376,-10.0611
2,3,2.3,0.834995,-10.5329
2,4,2.4,1.42961,-11.0046
2,2,2.2,-2.38111,-8.86616
1,1,1.1,-1.78649,-9.33792
2,2,2.2,-1.19187,-9.80968
1,3,1.3,-0.597255,-10.2814
2,4,2.4,-0.00263676,-10.7532
2,5,2.5,0.591982,-11.225
2,3,2.3,-3.21874,-9.08649
1,2,1.2,-2.62412,-9.55825
1,3,1.3,-2.02951,-10.03
2,4,2.4,-1.43489,-10.5018
2,5,2.5,-0.840268,-10.9735
2,6,2.6,-0.245649,-11.4453
3,4,3.4,-4.05637,-9.30683
2,3,2.3,-3.46176,-9.77859
2,4,2.4,-2.86714,-10.2503
2,5,2.5,-2.27252,-10.7221
3,6,3.6,-1.6779,-11.1939
3,7,3.7,-1.08328,-11.6656
3,5,3.5,-4.89401,-9.52716
2,4,2.4,-4.29939,-9.99892
2,5,2.5,-3.70477,-10.4707
2,6,2.6,-3.11015,-10.9424
3,7,3.7,-2.51553,-11.4142
3,8,3.8,-1.92091,-11.886
3,5,3.5,-0.183134,-9.98061
2,4,2.4,0.411484,-10.4524
2,3,2.3,1.0061,-10.9241
2,4,2.4,1.60072,-11.3959
3,5,3.5,2.19534,-11.8676
3,6,3.6,2.78996,-12.3394
2,4,2.4,-1.02077,-10.2009
2,3,2.3,-0.426147,-10.6727
1,2,1.2,0.168472,-11.1445
1,3,1.3,0.76309,-11.6162
2,4,2.4,1.35771,-12.088
2,5,2.5,1.95233,-12.5597
2,3,2.3,-1.8584,-10.4213
1,2,1.2,-1.26378,-10.893
2,3,2.3,-0.66916,-11.3648
1,4,1.4,-0.0745411,-11.8366
2,5,2.5,0.520077,-12.3083
2,6,2.6,1.1147,-12.7801
2,4,2.4,-2.69603,-10.6416
1,3,1.3,-2.10141,-11.1134
1,4,1.4,-1.50679,-11.5851
2,5,2.5,-0.912172,-12.0569
2,6,2.6,-0.317554,-12.5287
2,7,2.7,0.277065,-13.0004
3,5,3.5,-3.53366,-10.8619
2,4,2.4,-2.93904,-11.3337
2,5,2.5,-2.34442,-11.8055
2,6,2.6,-1.7498,-12.2772
3,7,3.7,-1.15519,-12.749
3,8,3.8,-0.560567,-13.2207
3,6,3.6,-4.37129,-11.0823
2,5,2.5,-3.77667,-11.554
2,6,2.6,-3.18205,-12.0258
2,7,2.7,-2.58744,-12.4976
3,8,3.8,-1.99282,-12.9693
3,9,3.9,-1.3982,-13.4411
4,7,4.7,-2.71604,-1.94016
3,6,3.6,-2.12143,-2.41192
3,5,3.5,-1.52681,-2.88368
3,4,3.4,-0.932189,-3.35544
3,5,3.5,-0.33757,-3.8272
4,6,4.6,0.257049,-4.29896
3,6,3.6,-3.55368,-2.16049
3,5,3.5,-2.95906,-2.63225
2,4,2.4,-2.36444,-3.10401
2,3,2.3,-1.76982,-3.57577
2,4,2.4,-1.1752,-4.04753
3,5,3.5,-0.580583,-4.51929
3,5,3.5,-4.39131,-2.38083
2,4,2.4,-3.79669,-2.85259
3,3,3.3,-3.20207,-3.32435
2,2,2.2,-2.60745,-3.79611
2,3,2.3,-2.01283,-4.26787
3,4,3.4,-1.41821,-4.73963
3,4,3.4,-5.22894,-2.60116
2,3,2.3,-4.63432,-3.07292
2,2,2.2,-4.0397,-3.54468
3,3,3.3,-3.44508,-4.01644
2,4,2.4,-2.85046,-4.4882
3,5,3.5,-2.25585,-4.95996
3,5,3.5,-6.06657,-2.8215
2,4,2.4,-5.47195,-3.29326
2,3,2.3,-4.87733,-3.76502
2,4,2.4,-4.28271,-4.23678
3,5,3.5,-3.6881,-4.70854
3,6,3.6,-3.09348,-5.1803
4,6,4.6,-6.9042,-3.04183
3,5,3.5,-6.30958,-3.51359
3,4,3.4,-5.71496,-3.98535
3,5,3.5,-5.12035,-4.45711
3,6,3.6,-4.52573,-4.92887
4,7,4.7,-3.93111,-5.40063
3,6,3.6,-2.19333,-3.49528
3,5,3.5,-1.59871,-3.96704
2,4,2.4,-1.00409,-4.4388
2,3,2.3,-0.409474,-4.91056
2,4,2.4,0.185144,-5.38232
3,5,3.5,0.779763,-5.85408
3,5,3.5,-3.03096,-3.71561
3,4,3.4,-2.43634,-4.18737
2,3,2.3,-1.84172,-4.65913
2,2,2.2,-1.24711,-5.13089
2,3,2.3,-0.652487,-5.60265
3,4,3.4,-0.0578685,-6.07441
2,4,2.4,-3.86859,-3.93595
2,3,2.3,-3.27397,-4.40771
2,2,2.2,-2.67936,-4.87947
1,1,1.1,-2.08474,-5.35123
1,2,1.2,-1.49012,-5.82299
2,3,2.3,-0.8955,-6.29475
2,3,2.3,-4.70622,-4.15628
2,2,2.2,-4.11161,-4.62804
1,1,1.1,-3.51699,-5.0998
2,2,2.2,-2.92237,-5.57156
1,3,1.3,-2.32775,-6.04332
2,4,2.4,-1.73313,-6.51508
2,4,2.4,-5.54386,-4.37662
2,3,2.3,-4.94924,-4.84838
1,2,1.2,-4.35462,-5.32014
1,3,1.3,-3.76,-5.7919
2,4,2.4,-3.16538,-6.26366
2,5,2.5,-2.57076,-6.73542
3,5,3.5,-6.38149,-4.59695
3,4,3.4,-5.78687,-5.06871
2,3,2.3,-5.19225,-5.54047
2,4,2.4,-4.59763,-6.01223
2,5,2.5,-4.00301,-6.48399
3,6,3.6,-3.40839,-6.95575
3,5,3.5,-1.67062,-5.0504
2,4,2.4,-1.076,-5.52216
3,3,3.3,-0.481379,-5.99392
2,2,2.2,0.11324,-6.46568
2,3,2.3,0.707858,-6.93744
3,4,3.4,1.30248,-7.4092
2,4,2.4,-2.50825,-5.27073
2,3,2.3,-1.91363,-5.74249
2,2,2.2,-1.31901,-6.21425
1,1,1.1,-0.724392,-6.68601
1,2,1.2,-0.129773,-7.15777
2,3,2.3,0.464846,-7.62953
3,3,3.3,-3.34588,-5.49107
2,2,2.2,-2.75126,-5.96283
3,3,3.3,-2.15664,-6.43459
2,2,2.2,-1.56202,-6.90635
2,3,2.3,-0.967404,-7.37811
3,4,3.4,-0.372786,-7.84987
2,2,2.2,-4.18351,-5.7114
1,1,1.1,-3.58889,-6.18316
2,2,2.2,-2.99427,-6.65492
2,3,2.3,-2.39965,-7.12668
1,4,1.4,-1.80504,-7.59844
2,5,2.5,-1.21042,-8.0702
2,3,2.3,-5.02114,-5.93174
1,2,1.2,-4.42652,-6.4035
2,3,2.3,-3.8319,-6.87526
1,4,1.4,-3.23729,-7.34702
2,5,2.5,-2.64267,-7.81878
2,6,2.6,-2.04805,-8.29054
3,4,3.4,-5.85877,-6.15207
2,3,2.3,-5.26415,-6.62383
3,4,3.4,-4.66954,-7.09559
2,5,2.5,-4.07492,-7.56735
2,6,2.6,-3.4803,-8.03911
3,7,3.7,-2.88568,-8.51087
3,4,3.4,-1.1479,-6.60552
2,3,2.3,-0.553283,-7.07728
2,2,2.2,0.0413354,-7.54904
